# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  6 06:09:06 2024
#
# User preference: *
#
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
hostname,st_teff,st_mass,st_lum,ra,dec,sy_dist,sy_bmag,sy_vmag
Kepler-1600,,,,291.3993802,38.7877563,1030.8100000,16.6450000,16.0760000
Kepler-1600,5303.00,0.93,,291.3993802,38.7877563,1030.8100000,16.6450000,16.0760000
Kepler-1600,5303.00,0.93,,291.3993802,38.7877563,1030.8100000,16.6450000,16.0760000
Kepler-1600,5119.00,0.82,,291.3993802,38.7877563,1030.8100000,16.6450000,16.0760000
Kepler-1600,,,,291.3993802,38.7877563,1030.8100000,16.6450000,16.0760000
Kepler-1600,5303.00,0.93,,291.3993802,38.7877563,1030.8100000,16.6450000,16.0760000
Kepler-1600,5214.00,0.86,,291.3993802,38.7877563,1030.8100000,16.6450000,16.0760000
Kepler-1600,5119.00,0.82,,291.3993802,38.7877563,1030.8100000,16.6450000,16.0760000
Kepler-1600,5090.00,,,291.3993802,38.7877563,1030.8100000,16.6450000,16.0760000
Kepler-1600,,,,291.3993802,38.7877563,1030.8100000,16.6450000,16.0760000
Kepler-1600,5102.00,0.86,-0.339,291.3993802,38.7877563,1030.8100000,16.6450000,16.0760000
Kepler-1600,4913.73,,-0.351,291.3993802,38.7877563,1030.8100000,16.6450000,16.0760000
Kepler-1601,5991.00,1.03,,285.5129496,38.0798390,644.4560000,14.4720000,13.8420000
Kepler-1601,5752.00,,,285.5129496,38.0798390,644.4560000,14.4720000,13.8420000
Kepler-1601,,,,285.5129496,38.0798390,644.4560000,14.4720000,13.8420000
Kepler-1601,5991.00,1.03,,285.5129496,38.0798390,644.4560000,14.4720000,13.8420000
Kepler-1601,5991.00,1.03,,285.5129496,38.0798390,644.4560000,14.4720000,13.8420000
Kepler-1601,5991.00,1.03,,285.5129496,38.0798390,644.4560000,14.4720000,13.8420000
Kepler-1601,5772.00,,0.035,285.5129496,38.0798390,644.4560000,14.4720000,13.8420000
Kepler-1601,5869.00,1.04,,285.5129496,38.0798390,644.4560000,14.4720000,13.8420000
Kepler-1601,5704.00,,,285.5129496,38.0798390,644.4560000,14.4720000,13.8420000
Kepler-1601,5920.00,1.08,0.085,285.5129496,38.0798390,644.4560000,14.4720000,13.8420000
Kepler-1602,6296.00,1.22,,293.5808607,40.4275396,629.8040000,13.9560000,13.3620000
Kepler-1602,6258.00,1.09,,293.5808607,40.4275396,629.8040000,13.9560000,13.3620000
Kepler-1602,6251.49,,0.158,293.5808607,40.4275396,629.8040000,13.9560000,13.3620000
Kepler-1602,6258.00,1.09,,293.5808607,40.4275396,629.8040000,13.9560000,13.3620000
Kepler-1602,6072.00,,,293.5808607,40.4275396,629.8040000,13.9560000,13.3620000
Kepler-1602,6292.00,1.32,,293.5808607,40.4275396,629.8040000,13.9560000,13.3620000
Kepler-1602,6161.41,1.17,0.201,293.5808607,40.4275396,629.8040000,13.9560000,13.3620000
Kepler-1602,6044.00,,,293.5808607,40.4275396,629.8040000,13.9560000,13.3620000
Kepler-1602,6258.00,1.09,,293.5808607,40.4275396,629.8040000,13.9560000,13.3620000
Kepler-1602,,,,293.5808607,40.4275396,629.8040000,13.9560000,13.3620000
Kepler-1603,6276.00,1.08,,295.3298254,42.5349698,2712.5800000,15.9540000,15.3970000
Kepler-1603,5658.02,,0.675,295.3298254,42.5349698,2712.5800000,15.9540000,15.3970000
Kepler-1603,5974.00,1.10,0.706,295.3298254,42.5349698,2712.5800000,15.9540000,15.3970000
Kepler-1603,6276.00,1.08,,295.3298254,42.5349698,2712.5800000,15.9540000,15.3970000
Kepler-1603,6045.00,,,295.3298254,42.5349698,2712.5800000,15.9540000,15.3970000
Kepler-1603,6276.00,1.08,,295.3298254,42.5349698,2712.5800000,15.9540000,15.3970000
Kepler-1603,,,,295.3298254,42.5349698,2712.5800000,15.9540000,15.3970000
Kepler-1603,6274.00,1.11,,295.3298254,42.5349698,2712.5800000,15.9540000,15.3970000
Kepler-1603,6241.00,1.21,,295.3298254,42.5349698,2712.5800000,15.9540000,15.3970000
Kepler-1603,6284.00,,,295.3298254,42.5349698,2712.5800000,15.9540000,15.3970000
Kepler-1604,4842.00,,,285.4106549,44.4122318,541.1890000,16.0780000,15.2240000
Kepler-1604,4963.00,,-0.561,285.4106549,44.4122318,541.1890000,16.0780000,15.2240000
Kepler-1604,4832.00,0.78,-0.527,285.4106549,44.4122318,541.1890000,16.0780000,15.2240000
Kepler-1604,4976.00,0.81,,285.4106549,44.4122318,541.1890000,16.0780000,15.2240000
Kepler-1604,5017.00,0.81,,285.4106549,44.4122318,541.1890000,16.0780000,15.2240000
Kepler-1604,4884.00,,,285.4106549,44.4122318,541.1890000,16.0780000,15.2240000
Kepler-1604,,,,285.4106549,44.4122318,541.1890000,16.0780000,15.2240000
Kepler-1604,5016.00,0.82,,285.4106549,44.4122318,541.1890000,16.0780000,15.2240000
Kepler-1604,5017.00,0.81,,285.4106549,44.4122318,541.1890000,16.0780000,15.2240000
Kepler-1604,5017.00,0.81,,285.4106549,44.4122318,541.1890000,16.0780000,15.2240000
Kepler-1605,5117.19,,,287.1349405,47.4886251,546.2300000,13.2570000,12.5920000
Kepler-1605,5280.00,0.86,,287.1349405,47.4886251,546.2300000,13.2570000,12.5920000
Kepler-1605,5037.00,1.08,,287.1349405,47.4886251,546.2300000,13.2570000,12.5920000
Kepler-1605,5109.00,,0.429,287.1349405,47.4886251,546.2300000,13.2570000,12.5920000
Kepler-1605,5447.00,1.66,,287.1349405,47.4886251,546.2300000,13.2570000,12.5920000
Kepler-1605,5087.00,,,287.1349405,47.4886251,546.2300000,13.2570000,12.5920000
Kepler-1605,5447.00,1.66,,287.1349405,47.4886251,546.2300000,13.2570000,12.5920000
Kepler-1605,5447.00,1.66,,287.1349405,47.4886251,546.2300000,13.2570000,12.5920000
Kepler-1605,,,,287.1349405,47.4886251,546.2300000,13.2570000,12.5920000
Kepler-1605,5241.00,,,287.1349405,47.4886251,546.2300000,13.2570000,12.5920000
Kepler-1606,5400.00,0.94,-0.280,286.3782987,43.0732287,831.2870000,16.0130000,15.3960000
Kepler-1606,5461.00,,,286.3782987,43.0732287,831.2870000,16.0130000,15.3960000
Kepler-1606,,,,286.3782987,43.0732287,831.2870000,16.0130000,15.3960000
Kepler-1606,5462.00,0.92,,286.3782987,43.0732287,831.2870000,16.0130000,15.3960000
Kepler-1606,5536.00,0.90,,286.3782987,43.0732287,831.2870000,16.0130000,15.3960000
Kepler-1606,5323.00,,-0.292,286.3782987,43.0732287,831.2870000,16.0130000,15.3960000
Kepler-1606,5461.00,0.92,-0.171,286.3782987,43.0732287,831.2870000,16.0130000,15.3960000
Kepler-1606,5371.00,,,286.3782987,43.0732287,831.2870000,16.0130000,15.3960000
Kepler-1606,5422.00,0.90,,286.3782987,43.0732287,831.2870000,16.0130000,15.3960000
Kepler-1606,5536.00,0.90,,286.3782987,43.0732287,831.2870000,16.0130000,15.3960000
Kepler-1606,5536.00,0.90,,286.3782987,43.0732287,831.2870000,16.0130000,15.3960000
Kepler-1607,6116.00,1.14,,296.0598685,42.6560582,1286.1000000,14.6460000,13.9690000
Kepler-1607,5771.00,0.89,,296.0598685,42.6560582,1286.1000000,14.6460000,13.9690000
Kepler-1607,,,,296.0598685,42.6560582,1286.1000000,14.6460000,13.9690000
Kepler-1607,5894.79,1.07,0.709,296.0598685,42.6560582,1286.1000000,14.6460000,13.9690000
Kepler-1607,5771.00,0.89,,296.0598685,42.6560582,1286.1000000,14.6460000,13.9690000
Kepler-1607,5528.00,,,296.0598685,42.6560582,1286.1000000,14.6460000,13.9690000
Kepler-1607,5346.50,,0.590,296.0598685,42.6560582,1286.1000000,14.6460000,13.9690000
Kepler-1607,5771.00,0.89,,296.0598685,42.6560582,1286.1000000,14.6460000,13.9690000
Kepler-1607,5771.00,0.89,,296.0598685,42.6560582,1286.1000000,14.6460000,13.9690000
Kepler-1607,5988.00,,,296.0598685,42.6560582,1286.1000000,14.6460000,13.9690000
Kepler-1608,4963.24,,,295.5635550,39.4175700,,16.6310000,16.2650000
Kepler-1608,4992.00,0.75,,295.5635550,39.4175700,,16.6310000,16.2650000
Kepler-1608,,,,295.5635550,39.4175700,,16.6310000,16.2650000
Kepler-1608,5364.00,0.70,,295.5635550,39.4175700,,16.6310000,16.2650000
Kepler-1608,5172.00,,,295.5635550,39.4175700,,16.6310000,16.2650000
Kepler-1608,5364.00,0.70,,295.5635550,39.4175700,,16.6310000,16.2650000
Kepler-1608,5364.00,0.70,,295.5635550,39.4175700,,16.6310000,16.2650000
Kepler-1608,5364.00,0.70,,295.5635550,39.4175700,,16.6310000,16.2650000
Kepler-1609,5892.94,,0.464,290.1465356,39.6658026,1826.0400000,15.7690000,15.1590000
Kepler-1609,6016.00,,,290.1465356,39.6658026,1826.0400000,15.7690000,15.1590000
Kepler-1609,5802.00,,,290.1465356,39.6658026,1826.0400000,15.7690000,15.1590000
Kepler-1609,,,,290.1465356,39.6658026,1826.0400000,15.7690000,15.1590000
Kepler-1609,6132.00,1.18,,290.1465356,39.6658026,1826.0400000,15.7690000,15.1590000
Kepler-1609,5802.00,1.04,,290.1465356,39.6658026,1826.0400000,15.7690000,15.1590000
Kepler-1609,6257.00,1.23,,290.1465356,39.6658026,1826.0400000,15.7690000,15.1590000
Kepler-1609,6257.00,1.23,,290.1465356,39.6658026,1826.0400000,15.7690000,15.1590000
Kepler-1609,6257.00,1.23,,290.1465356,39.6658026,1826.0400000,15.7690000,15.1590000
Kepler-1609,5826.00,1.05,0.484,290.1465356,39.6658026,1826.0400000,15.7690000,15.1590000
Kepler-161,5079.00,0.82,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,,0.82,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,,,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,5079.00,0.82,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,5076.00,0.83,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,5076.00,0.83,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,,,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,5078.00,,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,5079.00,0.82,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,5058.00,0.78,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,4931.00,,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,4931.00,,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,4992.00,0.83,-0.447,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,5058.00,0.78,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,5079.00,0.82,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,5147.00,0.86,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,5079.00,0.82,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,5108.00,,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,4931.00,0.77,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,5079.00,0.82,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,4940.00,,-0.469,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-161,4931.00,,,290.5164698,43.0838642,434.6320000,15.6450000,14.4060000
Kepler-1610,5295.00,0.82,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5106.92,0.86,-0.483,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5295.00,0.82,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,,,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5295.00,0.82,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5295.00,0.82,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5295.00,0.82,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,4930.00,,-0.509,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,,,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5295.00,0.82,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5295.00,0.82,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5383.00,0.91,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5295.00,0.82,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5295.00,0.82,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5295.00,0.82,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,,,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5294.00,,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1610,5094.00,,,295.9049795,45.4054296,864.3310000,17.0160000,16.0770000
Kepler-1611,5511.00,0.79,,296.5120204,49.7277506,908.4440000,15.3420000,14.6270000
Kepler-1611,,,,296.5120204,49.7277506,908.4440000,15.3420000,14.6270000
Kepler-1611,5511.00,0.79,,296.5120204,49.7277506,908.4440000,15.3420000,14.6270000
Kepler-1611,5319.00,,,296.5120204,49.7277506,908.4440000,15.3420000,14.6270000
Kepler-1611,5578.00,1.00,,296.5120204,49.7277506,908.4440000,15.3420000,14.6270000
Kepler-1611,5320.00,,,296.5120204,49.7277506,908.4440000,15.3420000,14.6270000
Kepler-1611,5605.00,0.94,,296.5120204,49.7277506,908.4440000,15.3420000,14.6270000
Kepler-1611,5511.00,0.79,,296.5120204,49.7277506,908.4440000,15.3420000,14.6270000
Kepler-1612,5543.00,0.89,,291.2503022,45.6550536,764.7260000,15.8180000,14.9360000
Kepler-1612,5364.00,,,291.2503022,45.6550536,764.7260000,15.8180000,14.9360000
Kepler-1612,5500.00,0.97,,291.2503022,45.6550536,764.7260000,15.8180000,14.9360000
Kepler-1612,5543.00,0.89,,291.2503022,45.6550536,764.7260000,15.8180000,14.9360000
Kepler-1612,5354.50,,-0.211,291.2503022,45.6550536,764.7260000,15.8180000,14.9360000
Kepler-1612,5643.00,0.96,,291.2503022,45.6550536,764.7260000,15.8180000,14.9360000
Kepler-1612,5543.00,0.89,,291.2503022,45.6550536,764.7260000,15.8180000,14.9360000
Kepler-1612,,,,291.2503022,45.6550536,764.7260000,15.8180000,14.9360000
Kepler-1612,5474.00,0.96,-0.188,291.2503022,45.6550536,764.7260000,15.8180000,14.9360000
Kepler-1612,5497.00,,,291.2503022,45.6550536,764.7260000,15.8180000,14.9360000
Kepler-1613,6302.00,1.06,,289.8750066,43.4209318,1508.3300000,14.8190000,14.1920000
Kepler-1613,6302.00,1.06,,289.8750066,43.4209318,1508.3300000,14.8190000,14.1920000
Kepler-1613,6014.00,1.11,0.638,289.8750066,43.4209318,1508.3300000,14.8190000,14.1920000
Kepler-1613,5849.75,,0.638,289.8750066,43.4209318,1508.3300000,14.8190000,14.1920000
Kepler-1613,6302.00,1.06,,289.8750066,43.4209318,1508.3300000,14.8190000,14.1920000
Kepler-1613,6302.00,1.06,,289.8750066,43.4209318,1508.3300000,14.8190000,14.1920000
Kepler-1613,6063.00,,,289.8750066,43.4209318,1508.3300000,14.8190000,14.1920000
Kepler-1613,6037.00,,,289.8750066,43.4209318,1508.3300000,14.8190000,14.1920000
Kepler-1613,6005.00,1.08,,289.8750066,43.4209318,1508.3300000,14.8190000,14.1920000
Kepler-1613,,,,289.8750066,43.4209318,1508.3300000,14.8190000,14.1920000
Kepler-1614,5376.00,0.90,,284.8713893,49.7758867,1191.1900000,17.1990000,16.0100000
Kepler-1614,5212.00,,,284.8713893,49.7758867,1191.1900000,17.1990000,16.0100000
Kepler-1614,5376.00,0.90,,284.8713893,49.7758867,1191.1900000,17.1990000,16.0100000
Kepler-1614,5121.00,0.79,,284.8713893,49.7758867,1191.1900000,17.1990000,16.0100000
Kepler-1614,5107.00,0.86,-0.271,284.8713893,49.7758867,1191.1900000,17.1990000,16.0100000
Kepler-1614,5376.00,0.90,,284.8713893,49.7758867,1191.1900000,17.1990000,16.0100000
Kepler-1614,4956.93,,-0.275,284.8713893,49.7758867,1191.1900000,17.1990000,16.0100000
Kepler-1614,5381.00,,,284.8713893,49.7758867,1191.1900000,17.1990000,16.0100000
Kepler-1614,,,,284.8713893,49.7758867,1191.1900000,17.1990000,16.0100000
Kepler-1614,5376.00,0.90,,284.8713893,49.7758867,1191.1900000,17.1990000,16.0100000
Kepler-1615,,,,286.3592066,42.2273971,1393.8300000,15.3930000,14.6030000
Kepler-1615,5478.25,,0.397,286.3592066,42.2273971,1393.8300000,15.3930000,14.6030000
Kepler-1615,6035.00,1.03,,286.3592066,42.2273971,1393.8300000,15.3930000,14.6030000
Kepler-1615,6035.00,1.03,,286.3592066,42.2273971,1393.8300000,15.3930000,14.6030000
Kepler-1615,5769.00,,,286.3592066,42.2273971,1393.8300000,15.3930000,14.6030000
Kepler-1615,5670.00,1.01,0.389,286.3592066,42.2273971,1393.8300000,15.3930000,14.6030000
Kepler-1615,5750.00,,,286.3592066,42.2273971,1393.8300000,15.3930000,14.6030000
Kepler-1615,5749.00,1.29,,286.3592066,42.2273971,1393.8300000,15.3930000,14.6030000
Kepler-1615,6035.00,1.03,,286.3592066,42.2273971,1393.8300000,15.3930000,14.6030000
Kepler-1615,5865.00,1.04,,286.3592066,42.2273971,1393.8300000,15.3930000,14.6030000
Kepler-1616,6528.00,1.18,,286.5436691,45.3048716,1137.8100000,14.2190000,13.4910000
Kepler-1616,,,,286.5436691,45.3048716,1137.8100000,14.2190000,13.4910000
Kepler-1616,6202.69,1.19,0.638,286.5436691,45.3048716,1137.8100000,14.2190000,13.4910000
Kepler-1616,6309.00,,0.633,286.5436691,45.3048716,1137.8100000,14.2190000,13.4910000
Kepler-1616,6266.00,1.21,,286.5436691,45.3048716,1137.8100000,14.2190000,13.4910000
Kepler-1616,6309.00,,,286.5436691,45.3048716,1137.8100000,14.2190000,13.4910000
Kepler-1616,6153.00,,,286.5436691,45.3048716,1137.8100000,14.2190000,13.4910000
Kepler-1616,6528.00,1.18,,286.5436691,45.3048716,1137.8100000,14.2190000,13.4910000
Kepler-1616,6528.00,1.18,,286.5436691,45.3048716,1137.8100000,14.2190000,13.4910000
Kepler-1616,6547.00,1.29,,286.5436691,45.3048716,1137.8100000,14.2190000,13.4910000
Kepler-1617,5903.00,,,287.9371747,46.4184781,898.3100000,14.4230000,13.8110000
Kepler-1617,6300.00,1.08,,287.9371747,46.4184781,898.3100000,14.4230000,13.8110000
Kepler-1617,6300.00,1.08,,287.9371747,46.4184781,898.3100000,14.4230000,13.8110000
Kepler-1617,6103.00,,,287.9371747,46.4184781,898.3100000,14.4230000,13.8110000
Kepler-1617,6300.00,1.08,,287.9371747,46.4184781,898.3100000,14.4230000,13.8110000
Kepler-1617,6026.00,,0.334,287.9371747,46.4184781,898.3100000,14.4230000,13.8110000
Kepler-1617,,,,287.9371747,46.4184781,898.3100000,14.4230000,13.8110000
Kepler-1617,6167.00,1.15,,287.9371747,46.4184781,898.3100000,14.4230000,13.8110000
Kepler-1617,5432.00,1.05,,287.9371747,46.4184781,898.3100000,14.4230000,13.8110000
Kepler-1617,5988.14,1.10,0.341,287.9371747,46.4184781,898.3100000,14.4230000,13.8110000
Kepler-1618,6725.00,1.28,,295.1753619,45.9308594,1229.2500000,13.7200000,13.6720000
Kepler-1618,6720.00,1.26,,295.1753619,45.9308594,1229.2500000,13.7200000,13.6720000
Kepler-1618,6430.00,,,295.1753619,45.9308594,1229.2500000,13.7200000,13.6720000
Kepler-1618,6725.00,1.28,,295.1753619,45.9308594,1229.2500000,13.7200000,13.6720000
Kepler-1618,,,,295.1753619,45.9308594,1229.2500000,13.7200000,13.6720000
Kepler-1618,6620.00,1.41,,295.1753619,45.9308594,1229.2500000,13.7200000,13.6720000
Kepler-1618,6725.00,1.28,,295.1753619,45.9308594,1229.2500000,13.7200000,13.6720000
Kepler-1618,6528.00,,,295.1753619,45.9308594,1229.2500000,13.7200000,13.6720000
Kepler-1618,6345.00,,0.647,295.1753619,45.9308594,1229.2500000,13.7200000,13.6720000
Kepler-1618,6391.96,1.28,0.690,295.1753619,45.9308594,1229.2500000,13.7200000,13.6720000
Kepler-1619,6137.00,0.97,,285.7035950,44.4221528,734.8500000,14.2030000,13.4380000
Kepler-1619,,,,285.7035950,44.4221528,734.8500000,14.2030000,13.4380000
Kepler-1619,6137.00,0.97,,285.7035950,44.4221528,734.8500000,14.2030000,13.4380000
Kepler-1619,5724.26,1.02,0.326,285.7035950,44.4221528,734.8500000,14.2030000,13.4380000
Kepler-1619,5852.00,1.00,,285.7035950,44.4221528,734.8500000,14.2030000,13.4380000
Kepler-1619,5650.00,,,285.7035950,44.4221528,734.8500000,14.2030000,13.4380000
Kepler-1619,6137.00,0.97,,285.7035950,44.4221528,734.8500000,14.2030000,13.4380000
Kepler-1619,6144.00,1.00,,285.7035950,44.4221528,734.8500000,14.2030000,13.4380000
Kepler-1619,5861.25,,0.301,285.7035950,44.4221528,734.8500000,14.2030000,13.4380000
Kepler-1619,5862.00,,,285.7035950,44.4221528,734.8500000,14.2030000,13.4380000
Kepler-162,5815.00,0.88,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5815.00,0.88,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5838.00,0.95,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5815.00,0.88,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5601.00,,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5743.00,1.03,0.155,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5816.00,,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,,,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5870.00,,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,,,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5815.00,0.88,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,6089.00,1.12,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5815.00,0.88,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5815.00,0.88,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5838.00,0.95,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5601.00,,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5397.00,,0.083,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5815.00,0.88,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5815.00,0.88,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5601.00,,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-162,5601.00,,,297.2789115,43.7239693,855.6410000,15.2120000,14.3510000
Kepler-1620,6210.00,1.03,,297.2709026,46.9284743,895.0690000,14.3680000,13.6900000
Kepler-1620,,,,297.2709026,46.9284743,895.0690000,14.3680000,13.6900000
Kepler-1620,6157.00,1.15,,297.2709026,46.9284743,895.0690000,14.3680000,13.6900000
Kepler-1620,5628.00,,,297.2709026,46.9284743,895.0690000,14.3680000,13.6900000
Kepler-1620,6210.00,1.03,,297.2709026,46.9284743,895.0690000,14.3680000,13.6900000
Kepler-1620,5924.00,,,297.2709026,46.9284743,895.0690000,14.3680000,13.6900000
Kepler-1620,6210.00,1.03,,297.2709026,46.9284743,895.0690000,14.3680000,13.6900000
Kepler-1620,6210.00,1.03,,297.2709026,46.9284743,895.0690000,14.3680000,13.6900000
Kepler-1621,6087.00,,,297.5885341,43.8411937,1631.6600000,15.9370000,15.1510000
Kepler-1621,5823.96,,0.332,297.5885341,43.8411937,1631.6600000,15.9370000,15.1510000
Kepler-1621,6343.00,1.21,,297.5885341,43.8411937,1631.6600000,15.9370000,15.1510000
Kepler-1621,6343.00,1.21,,297.5885341,43.8411937,1631.6600000,15.9370000,15.1510000
Kepler-1621,,,,297.5885341,43.8411937,1631.6600000,15.9370000,15.1510000
Kepler-1621,6158.00,1.15,,297.5885341,43.8411937,1631.6600000,15.9370000,15.1510000
Kepler-1621,6074.00,,,297.5885341,43.8411937,1631.6600000,15.9370000,15.1510000
Kepler-1621,6084.00,1.17,,297.5885341,43.8411937,1631.6600000,15.9370000,15.1510000
Kepler-1621,6355.00,1.26,0.478,297.5885341,43.8411937,1631.6600000,15.9370000,15.1510000
Kepler-1621,6343.00,1.21,,297.5885341,43.8411937,1631.6600000,15.9370000,15.1510000
Kepler-1622,6461.00,1.16,,297.3288329,47.8154590,796.4770000,13.9090000,13.4370000
Kepler-1622,6436.00,1.31,,297.3288329,47.8154590,796.4770000,13.9090000,13.4370000
Kepler-1622,6461.00,1.16,,297.3288329,47.8154590,796.4770000,13.9090000,13.4370000
Kepler-1622,6461.00,1.16,,297.3288329,47.8154590,796.4770000,13.9090000,13.4370000
Kepler-1622,6025.00,1.12,,297.3288329,47.8154590,796.4770000,13.9090000,13.4370000
Kepler-1622,6223.00,,,297.3288329,47.8154590,796.4770000,13.9090000,13.4370000
Kepler-1622,6188.00,,,297.3288329,47.8154590,796.4770000,13.9090000,13.4370000
Kepler-1622,,,,297.3288329,47.8154590,796.4770000,13.9090000,13.4370000
Kepler-1622,6309.49,1.24,0.373,297.3288329,47.8154590,796.4770000,13.9090000,13.4370000
Kepler-1622,6114.00,,0.350,297.3288329,47.8154590,796.4770000,13.9090000,13.4370000
Kepler-1623,5578.00,0.98,-0.172,294.0826970,39.5560655,837.4810000,16.0380000,15.2050000
Kepler-1623,5577.00,,,294.0826970,39.5560655,837.4810000,16.0380000,15.2050000
Kepler-1623,5520.00,0.97,,294.0826970,39.5560655,837.4810000,16.0380000,15.2050000
Kepler-1623,5772.00,1.00,,294.0826970,39.5560655,837.4810000,16.0380000,15.2050000
Kepler-1623,5817.00,1.06,,294.0826970,39.5560655,837.4810000,16.0380000,15.2050000
Kepler-1623,5817.00,1.06,,294.0826970,39.5560655,837.4810000,16.0380000,15.2050000
Kepler-1623,5817.00,1.06,,294.0826970,39.5560655,837.4810000,16.0380000,15.2050000
Kepler-1623,5376.00,,-0.215,294.0826970,39.5560655,837.4810000,16.0380000,15.2050000
Kepler-1623,,,,294.0826970,39.5560655,837.4810000,16.0380000,15.2050000
Kepler-1623,5518.00,,,294.0826970,39.5560655,837.4810000,16.0380000,15.2050000
Kepler-1624,3386.00,0.43,,292.5798564,37.3762616,258.9790000,18.1700000,16.5970000
Kepler-1624,3109.00,,,292.5798564,37.3762616,258.9790000,18.1700000,16.5970000
Kepler-1624,,,,292.5798564,37.3762616,258.9790000,18.1700000,16.5970000
