# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Sep 28 18:08:25 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_pnum:        Number of Planets
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
#
pl_name,sy_pnum,rastr,ra,decstr,dec
CoRoT-36 b,1,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465
CoRoT-4 b,1,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861
CoRoT-4 b,1,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861
CoRoT-4 b,1,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861
CoRoT-4 b,1,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861
CoRoT-5 b,1,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163
CoRoT-5 b,1,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163
CoRoT-5 b,1,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163
CoRoT-5 b,1,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163
CoRoT-5 b,1,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163
CoRoT-5 b,1,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163
CoRoT-6 b,1,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062
CoRoT-6 b,1,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062
CoRoT-6 b,1,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062
CoRoT-6 b,1,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062
CoRoT-7 b,3,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076
CoRoT-7 b,3,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076
CoRoT-7 b,3,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076
CoRoT-7 b,3,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076
CoRoT-7 b,3,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076
CoRoT-7 b,3,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076
CoRoT-7 b,3,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076
CoRoT-7 b,3,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076
CoRoT-7 c,3,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076
CoRoT-7 c,3,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076
CoRoT-7 c,3,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076
CoRoT-7 d,3,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076
CoRoT-8 b,1,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972
CoRoT-8 b,1,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972
CoRoT-8 b,1,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972
CoRoT-8 b,1,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972
CoRoT-9 b,1,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783
CoRoT-9 b,1,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783
CoRoT-9 b,1,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783
CoRoT-9 b,1,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783
CoRoT-9 b,1,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783
CoRoTID 223977153 b,1,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953
CoRoTID 223977153 b,1,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953
DE CVn b,1,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449
DENIS-P J082303.1-491201 b,1,08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008
DH Tau b,1,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897
DH Tau b,1,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897
DMPP-1 b,4,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217
DMPP-1 c,4,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217
DMPP-1 d,4,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217
DMPP-1 e,4,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217
DMPP-2 b,1,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985
DMPP-3 A b,1,06h06m29.85s,91.6243820,-72d30m45.6s,-72.5126648
DMPP-3 A b,1,06h06m29.85s,91.6243820,-72d30m45.6s,-72.5126648
DMPP-4 b,1,19h34m19.84s,293.5826648,+51d14m08.90s,51.2358069
DP Leo b,1,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717
DP Leo b,1,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717
DS Tuc A b,1,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430
DS Tuc A b,1,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430
DS Tuc A b,1,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430
EPIC 201170410.02,1,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039
EPIC 201238110 b,1,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613
EPIC 201238110 b,1,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613
EPIC 201427007 b,1,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886
EPIC 201497682 b,1,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606
EPIC 201595106 b,1,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688
EPIC 201595106 b,1,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688
EPIC 201595106 b,1,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688
EPIC 201615463 c,2,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788
EPIC 201754305 d,3,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311
EPIC 201757695.02,1,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303
EPIC 201833600 c,2,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890
EPIC 201833600 c,2,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890
EPIC 201841433 b,1,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146
EPIC 201841433 b,1,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146
EPIC 201841433 b,1,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146
EPIC 205950854 c,2,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863
EPIC 205950854 c,2,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863
EPIC 205950854 c,2,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863
EPIC 206024342 b,3,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019
EPIC 206024342 b,3,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019
EPIC 206024342 c,3,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019
EPIC 206024342 c,3,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019
EPIC 206024342 c,3,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019
EPIC 206024342 d,3,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019
EPIC 206024342 d,3,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019
EPIC 206024342 d,3,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019
EPIC 206024342 d,3,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019
EPIC 206032309 b,1,22h44m57.71s,341.2404563,-13d54m04.04s,-13.9011223
EPIC 206042996 b,2,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475
EPIC 206042996 b,2,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475
EPIC 206042996 b,2,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475
EPIC 206042996 c,2,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475
EPIC 206042996 c,2,22h30m03.27s,337.5136198,-13d36m36.53s,-13.6101475
EPIC 206215704 b,1,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112
EPIC 206215704 b,1,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112
EPIC 206215704 b,1,22h20m22.79s,335.0949721,-09d30m34.96s,-9.5097112
EPIC 206317286 b,2,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560
EPIC 206317286 b,2,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560
EPIC 206317286 c,2,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560
EPIC 206317286 c,2,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560
EPIC 206317286 c,2,22h30m28.28s,337.6178427,-07d58m20.84s,-7.9724560
EPIC 211822797 b,1,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744
EPIC 211822797 b,1,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744
EPIC 211822797 b,1,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744
EPIC 211822797 b,1,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744
EPIC 211822797 b,1,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744
EPIC 211822797 b,1,08h41m38.45s,130.4102091,+17d38m23.91s,17.6399744
EPIC 211945201 b,1,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565
EPIC 211945201 b,1,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565
EPIC 211945201 b,1,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565
EPIC 211945201 b,1,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565
EPIC 211945201 b,1,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565
EPIC 211945201 b,1,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565
EPIC 211945201 b,1,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565
EPIC 211945201 b,1,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565
EPIC 211945201 b,1,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565
EPIC 211945201 b,1,09h06m17.81s,136.5741931,+19d24m07.40s,19.4020565
EPIC 212297394 b,2,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985
EPIC 212297394 b,2,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985
EPIC 212297394 b,2,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985
EPIC 212297394 c,2,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985
EPIC 212297394 c,2,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985
EPIC 212297394 c,2,13h48m49.47s,207.2061241,-17d36m35.63s,-17.6098985
EPIC 212424622 b,1,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358
EPIC 212424622 b,1,13h29m19.53s,202.3313765,-14d21m33.97s,-14.3594358
EPIC 212499991 b,1,13h29m57.30s,202.4887520,-12d44m05.19s,-12.7347749
EPIC 212587672 b,2,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
EPIC 212587672 b,2,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
EPIC 212587672 b,2,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
EPIC 212587672 c,2,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
EPIC 212587672 c,2,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
EPIC 212587672 c,2,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
EPIC 212587672 c,2,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
EPIC 212587672 c,2,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
EPIC 212587672 c,2,13h41m46.68s,205.4445125,-10d51m45.17s,-10.8625468
EPIC 212624936 b,2,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852
EPIC 212624936 c,2,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852
EPIC 212624936 c,2,14h02m33.03s,210.6376171,-10d01m25.27s,-10.0236852
EPIC 212737443 b,2,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577
EPIC 212737443 b,2,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577
EPIC 212737443 b,2,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577
EPIC 212737443 c,2,13h36m53.16s,204.2215065,-07d19m05.01s,-7.3180577
EPIC 220492298 b,1,01h07m02.76s,16.7615005,+06d35m19.67s,6.5887980
EPIC 220554210 c,2,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914
EPIC 220554210 c,2,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914
EPIC 220554210 c,2,00h53m43.72s,13.4321524,+07d59m43.05s,7.9952914
EPIC 220674823 b,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 b,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 b,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 b,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 b,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 b,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 b,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 b,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 b,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 b,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 c,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 c,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 c,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 c,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 c,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 c,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 c,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 c,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 220674823 c,2,00h52m19.21s,13.0800239,+10d47m40.94s,10.7947051
EPIC 228836835 b,1,12h38m17.98s,189.5748998,-05d14m40.65s,-5.2446247
EPIC 228836835 b,1,12h38m17.98s,189.5748998,-05d14m40.65s,-5.2446247
EPIC 229004835 b,1,12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214
EPIC 229004835 b,1,12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214
EPIC 229004835 b,1,12h25m56.65s,186.4860415,-01d24m17.00s,-1.4047214
EPIC 246851721 b,1,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991
EPIC 246851721 b,1,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991
EPIC 246851721 b,1,05h15m40.76s,78.9198197,+16d16m43.32s,16.2786991
EPIC 248847494 b,1,10h37m33.38s,159.3890808,+11d50m33.89s,11.8427484
EPIC 249893012 b,3,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474
EPIC 249893012 c,3,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474
EPIC 249893012 d,3,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474
FU Tau b,1,04h23m35.40s,65.8974962,+25d03m02.42s,25.0506711
FU Tau b,1,04h23m35.40s,65.8974962,+25d03m02.42s,25.0506711
G 196-3 b,1,10h04m21.23s,151.0884754,+50d23m10.25s,50.3861806
G 264-012 b,2,21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480
G 264-012 c,2,21h46m41.27s,326.6719598,+66d48m13.85s,66.8038480
G 9-40 b,1,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961
G 9-40 b,1,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961
G 9-40 b,1,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961
G 9-40 b,1,08h58m52.52s,134.7188514,+21d04m29.27s,21.0747961
GJ 1002 b,2,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123
GJ 1002 c,2,00h06m42.35s,1.6764641,-07d32m46.36s,-7.5462123
GJ 1061 b,3,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104
GJ 1061 c,3,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104
GJ 1061 d,3,03h36m00.78s,54.0032486,-44d30m51.52s,-44.5143104
GJ 1132 b,2,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358
GJ 1132 b,2,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358
GJ 1132 b,2,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358
GJ 1132 b,2,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358
GJ 1132 b,2,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358
GJ 1132 b,2,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358
GJ 1132 b,2,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358
GJ 1132 c,2,10h14m50.18s,153.7090696,-47d09m17.77s,-47.1549358
GJ 1148 b,2,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862
GJ 1148 b,2,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862
GJ 1148 b,2,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862
GJ 1148 c,2,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862
GJ 1148 c,2,11h41m43.83s,175.4326081,+42d45m05.71s,42.7515862
GJ 1151 c,1,11h50m55.32s,177.7304866,+48d22m23.64s,48.3732334
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1214 b,1,17h15m19.54s,258.8313991,+04d57m38.45s,4.9606795
GJ 1252 b,1,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865
GJ 1252 b,1,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865
GJ 1252 b,1,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865
GJ 1252 b,1,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865
GJ 1252 b,1,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865
GJ 1252 b,1,20h27m42.88s,306.9286462,-56d27m44.23s,-56.4622865
GJ 1265 b,1,22h13m43.79s,333.4324675,-17d41m13.42s,-17.6870623
GJ 143 b,2,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660
GJ 143 b,2,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660
GJ 143 b,2,03h27m00.05s,51.7501882,-63d30m00.60s,-63.5001660
GJ 15 A b,2,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296
GJ 15 A b,2,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296
GJ 15 A b,2,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296
GJ 15 A c,2,00h18m27.04s,4.6126677,+44d01m29.03s,44.0247296
GJ 160.2 b,1,04h06m34.90s,61.6454173,-20d51m23.30s,-20.8564724
GJ 163 b,3,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768
GJ 163 c,3,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768
GJ 163 d,3,04h09m17.48s,62.3228353,-53d22m16.24s,-53.3711768
GJ 179 b,1,04h52m05.89s,73.0245495,+06d28m30.84s,6.4752347
GJ 179 b,1,04h52m05.89s,73.0245495,+06d28m30.84s,6.4752347
GJ 179 b,1,04h52m05.89s,73.0245495,+06d28m30.84s,6.4752347
GJ 180 b,3,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940
GJ 180 b,3,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940
GJ 180 c,3,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940
GJ 180 d,3,04h53m50.42s,73.4600970,-17d46m34.30s,-17.7761940
GJ 2030 b,2,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429
GJ 2030 c,2,03h23m17.70s,50.8237604,-07d47m42.15s,-7.7950429
GJ 2056 b,1,07h12m04.68s,108.0194945,-24d53m31.56s,-24.8921008
GJ 229 A c,2,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233
GJ 229 A c,2,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233
GJ 229 b,2,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233
GJ 229 b,2,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233
GJ 229 b,2,06h10m34.46s,92.6435993,-21d52m03.80s,-21.8677233
GJ 238 b,1,06h33m49.17s,98.4548810,-58d31m30.11s,-58.5250316
GJ 238 b,1,06h33m49.17s,98.4548810,-58d31m30.11s,-58.5250316
GJ 251 b,1,06h54m48.06s,103.7002499,+33d15m59.27s,33.2664632
GJ 27.1 b,1,00h39m59.52s,9.9980016,-44d15m15.00s,-44.2541679
GJ 273 b,2,07h27m24.50s,111.8520910,+05d13m32.91s,5.2258070
GJ 273 c,2,07h27m24.50s,111.8520910,+05d13m32.91s,5.2258070
GJ 3021 b,1,00h16m15.22s,4.0634323,-79d51m05.12s,-79.8514218
GJ 3082 b,1,01h14m34.38s,18.6432425,-53d56m26.79s,-53.9407751
GJ 3090 b,1,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234
GJ 3090 b,1,01h21m45.22s,20.4384281,-46d42m53.00s,-46.7147234
GJ 3138 b,3,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495
GJ 3138 c,3,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495
GJ 3138 d,3,02h09m11.46s,32.2977385,-16d20m21.30s,-16.3392495
GJ 317 b,2,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090
GJ 317 b,2,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090
GJ 317 b,2,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090
GJ 317 b,2,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090
GJ 317 c,2,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090
GJ 317 c,2,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090
GJ 317 c,2,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090
GJ 317 c,2,08h40m58.69s,130.2445254,-23d27m10.11s,-23.4528090
GJ 3222 b,1,03h23m35.34s,50.8972464,-40d04m34.44s,-40.0762325
GJ 328 b,2,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011
GJ 328 b,2,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011
GJ 328 c,2,08h55m07.67s,133.7819507,+01d32m31.20s,1.5420011
GJ 3293 b,4,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396
GJ 3293 b,4,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396
GJ 3293 c,4,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396
GJ 3293 c,4,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396
GJ 3293 d,4,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396
GJ 3293 e,4,04h28m35.63s,67.1484425,-25d10m16.82s,-25.1713396
GJ 3323 b,2,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133
GJ 3323 c,2,05h01m56.85s,75.4868824,-06d56m54.65s,-6.9485133
GJ 3341 b,1,05h15m47.31s,78.9471415,-31d17m41.44s,-31.2948458
GJ 338 B b,1,09h14m22.00s,138.5916722,+52d41m00.68s,52.6835211
GJ 338 B b,1,09h14m22.00s,138.5916722,+52d41m00.68s,52.6835211
GJ 3470 b,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090
GJ 3470 b,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090
GJ 3470 b,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090
GJ 3470 b,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090
GJ 3470 b,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090
GJ 3470 b,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090
GJ 3470 b,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090
GJ 3470 b,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090
GJ 3470 b,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090
GJ 3470 b,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090
GJ 3470 b,1,07h59m05.64s,119.7735021,+15d23m28.35s,15.3912090
GJ 3473 b,2,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629
GJ 3473 b,2,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629
GJ 3473 c,2,08h02m22.47s,120.5936065,+03d20m13.79s,3.3371629
GJ 3512 b,2,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364
GJ 3512 b,2,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364
GJ 3512 c,2,08h41m19.60s,130.3316616,+59d29m30.61s,59.4918364
GJ 357 b,3,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634
GJ 357 b,3,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634
GJ 357 b,3,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634
GJ 357 b,3,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634
GJ 357 c,3,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634
GJ 357 d,3,09h36m01.79s,144.0074644,-21d39m54.23s,-21.6650634
GJ 3634 b,1,10h58m34.40s,164.6433493,-31d08m39.62s,-31.1443383
GJ 367 b,3,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165
GJ 367 b,3,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165
GJ 367 b,3,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165
GJ 367 c,3,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165
GJ 367 d,3,09h44m29.15s,146.1214640,-45d46m44.46s,-45.7790165
