# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  6 05:46:58 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
pl_name,pl_masse,pl_eqt,pl_orbincl,st_teff,st_lum,st_vsin,ra,dec,sy_dist,sy_bmag,sy_vmag
Kepler-261 c,,,,5122.50,-0.471,,291.3647333,37.6092390,317.4990000,15.0530000,13.7380000
Kepler-261 c,,509,89.950,5203.00,,,291.3647333,37.6092390,317.4990000,15.0530000,13.7380000
Kepler-261 c,,,,5122.50,-0.471,,291.3647333,37.6092390,317.4990000,15.0530000,13.7380000
Kepler-261 c,,,,5121.00,,,291.3647333,37.6092390,317.4990000,15.0530000,13.7380000
Kepler-261 c,,,,5122.50,-0.471,,291.3647333,37.6092390,317.4990000,15.0530000,13.7380000
Kepler-261 c,,509,89.950,5203.00,,,291.3647333,37.6092390,317.4990000,15.0530000,13.7380000
Kepler-261 c,,,,5144.00,,,291.3647333,37.6092390,317.4990000,15.0530000,13.7380000
Kepler-261 c,,518,89.380,5218.00,,,291.3647333,37.6092390,317.4990000,15.0530000,13.7380000
Kepler-261 c,,509,89.950,5203.00,,,291.3647333,37.6092390,317.4990000,15.0530000,13.7380000
Kepler-262 b,,,,5841.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 b,,,,5435.50,-0.140,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 b,,734,88.240,5830.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 b,,734,88.240,5830.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 b,,732,89.380,5823.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 b,,734,88.160,5830.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 b,,,,5435.50,-0.140,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 b,,734,88.240,5830.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 b,,,,5886.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 b,,,,5549.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 b,,,,5435.50,-0.140,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 c,,,,5435.50,-0.140,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 c,,,,5435.50,-0.140,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 c,,618,89.950,5830.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 c,,,,5549.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 c,,,,5435.50,-0.140,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 c,,618,88.950,5830.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 c,,618,89.950,5830.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 c,,617,89.380,5823.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 c,,,,5886.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 c,,,,5841.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-262 c,,618,89.950,5830.00,,,290.7287168,37.2526575,613.1290000,14.8480000,14.4780000
Kepler-263 b,,,,5388.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 b,,594,89.380,5265.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 b,,594,89.380,5265.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 b,,,,5188.56,-0.456,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 b,,594,89.380,5265.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 b,,,,5265.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 b,,,,5188.56,-0.456,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 b,,592,89.380,5245.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 b,,548,89.690,4987.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 b,,,,5113.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 b,,,,5188.56,-0.456,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 c,,,,5188.56,-0.456,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 c,,386,89.800,4987.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 c,,,,5188.56,-0.456,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 c,,,,5388.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 c,,,,5265.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 c,,417,89.380,5245.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 c,,418,89.950,5265.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 c,,418,89.950,5265.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 c,,,,5113.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 c,,418,89.950,5265.00,,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-263 c,,,,5188.56,-0.456,,292.4698022,37.5677941,754.7470000,15.8740000,15.4350000
Kepler-264 b,,,,6250.28,0.689,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 b,,843,86.520,6235.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 b,,,,6250.28,0.689,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 b,,844,85.940,6231.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 b,,,,6250.28,0.689,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 b,,844,85.940,6231.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 b,,,,6284.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 b,,772,89.960,6207.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 b,,844,85.940,6231.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 b,,,,6158.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 b,,,,6263.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 c,,,,6284.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 c,,559,89.380,6231.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 c,,,,6250.28,0.689,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 c,,,,6158.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 c,,511,89.980,6207.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 c,,,,6263.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 c,,560,88.240,6235.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 c,,559,89.380,6231.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 c,,559,89.380,6231.00,,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-264 c,,,,6250.28,0.689,,292.0446280,37.3761861,942.1730000,13.7690000,13.1500000
Kepler-265 b,,,,5835.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 b,,,,5883.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 b,,1022,89.710,5839.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 b,,1030,88.240,6299.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 b,,1030,88.240,6299.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 b,,1030,88.240,6299.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 b,,,,5963.00,0.005,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 b,,,,5963.00,0.005,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 b,,,,5871.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 b,,1058,89.950,6315.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 c,,755,89.590,5839.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 c,,,,5963.00,0.005,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 c,,760,89.950,6299.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 c,,,,5835.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 c,,,,5963.00,0.005,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 c,,,,5963.00,0.005,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 c,,760,89.950,6299.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 c,,781,89.380,6315.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 c,,,,5871.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 c,,760,89.950,6299.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 c,,,,5883.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 d,,,,5835.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 d,,554,89.520,5839.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 d,,573,88.810,6315.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 d,,,,5963.00,0.005,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 d,,,,5963.00,0.005,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 d,,557,89.950,6299.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 d,,557,89.950,6299.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 d,,,,5871.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 d,,,,5883.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 d,,557,89.950,6299.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 e,,479,89.950,6299.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 e,,,,5835.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 e,,,,5963.00,0.005,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 e,,476,89.980,5839.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 e,,,,5963.00,0.005,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 e,,479,89.950,6299.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 e,,493,89.380,6315.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 e,,,,5871.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 e,,479,89.950,6299.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 e,,,,5883.00,,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-265 e,,,,5963.00,0.005,,290.5104788,41.2447430,1280.2500000,16.1250000,15.4700000
Kepler-266 b,,1066,89.820,5529.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 b,,990,89.380,5888.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 b,,,,5510.00,0.012,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 b,,,,5510.00,0.012,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 b,,,,5510.00,0.012,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 b,,,,5885.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 b,,,,5516.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 b,,990,89.380,5888.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 b,,950,87.660,5634.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 b,,990,89.380,5888.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 b,,,,5535.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 c,,390,89.950,5888.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 c,,,,5510.00,0.012,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 c,,,,5885.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 c,,,,5510.00,0.012,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 c,,390,89.950,5888.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 c,,,,5535.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 c,,390,89.950,5888.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 c,,,,5516.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 c,,374,89.380,5634.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 c,,421,90.000,5529.00,,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-266 c,,,,5510.00,0.012,,294.4843821,44.1669355,1370.7900000,16.6670000,15.7870000
Kepler-267 b,37.90000,,,,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,,,3878.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,,,3868.00,-1.229,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,,,4258.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,619,83.650,3807.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,619,83.650,3807.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,,,3886.00,-1.213,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,615,89.840,3789.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,,,3973.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,,,3886.00,-1.213,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,619,83.650,3807.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,,,3886.00,-1.213,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,,,3783.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,,,3886.00,-1.213,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,617,,3807.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 b,,689,87.090,4081.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,,,,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,543,87.660,4081.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,,,3973.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,487,89.380,3807.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,487,89.380,3807.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,484,88.260,3789.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,,,3878.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,487,89.380,3807.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,,,4258.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,,,3783.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,,,3886.00,-1.213,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,,,3868.00,-1.229,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,,,3886.00,-1.213,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,,,3886.00,-1.213,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 c,,,,3886.00,-1.213,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,303,89.950,3807.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,,,3973.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,303,89.950,3807.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,301,89.980,3789.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,303,89.950,3807.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,,,3886.00,-1.213,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,337,89.380,4081.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,,,3878.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,,,3886.00,-1.213,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,,,3886.00,-1.213,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,,,3886.00,-1.213,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,,,3868.00,-1.229,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,,,4258.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-267 d,,,,3783.00,,,299.8305655,47.1575741,264.9930000,17.5630000,16.6900000
Kepler-268 b,,707,89.950,6322.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 b,,,,6005.31,0.318,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 b,,707,89.950,6322.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 b,,,,6081.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 b,,,,6097.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 b,,695,89.980,5952.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 b,,,,6060.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 b,,699,86.520,6314.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 b,,,,6005.31,0.318,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 b,,,,6005.31,0.318,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 b,,707,89.950,6322.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 c,,479,89.950,6322.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 c,,,,6081.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 c,,479,89.950,6322.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 c,,,,6005.31,0.318,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 c,,,,6005.31,0.318,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 c,,474,88.240,6314.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 c,,,,6060.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 c,,471,89.970,5952.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 c,,,,6097.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 c,,479,89.950,6322.00,,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-268 c,,,,6005.31,0.318,,291.9761559,38.0550327,851.8700000,14.4570000,13.8440000
Kepler-269 b,,951,80.210,5602.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 b,,,,5509.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 b,,1007,89.800,5831.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 b,,,,5471.00,0.368,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 b,,1007,88.240,5831.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 b,,1007,88.240,5831.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 b,,,,5847.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 b,,1007,88.240,5831.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 b,,,,5619.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 b,,,,5471.00,0.368,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 b,,,,5471.00,0.368,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 c,,875,88.710,5831.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 c,,,,5471.00,0.368,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 c,,875,89.380,5831.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 c,,875,89.380,5831.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 c,,,,5619.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 c,,875,89.380,5831.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 c,,,,5509.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 c,,,,5471.00,0.368,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 c,,824,82.510,5602.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-269 c,,,,5847.00,,,290.2151459,41.7759810,2257.3200000,16.3660000,15.6460000
Kepler-27 b,,630,89.950,5325.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 b,,,,5399.00,-0.329,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 b,,630,89.950,5325.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 b,,656,87.660,5399.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 b,,630,89.950,5325.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 b,,,,5264.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 b,,610,87.950,5251.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 b,41.80000,,,,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 b,,,,5294.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 b,2895.31000,,,5400.00,,0.6000,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 b,,,,5399.00,-0.329,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 c,,,,5264.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 c,,481,88.620,5251.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 c,,518,88.240,5399.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 c,,496,88.810,5325.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 c,4385.87000,,,5400.00,,0.6000,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 c,,,,5399.00,-0.329,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 c,,496,88.810,5325.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 c,,,,5399.00,-0.329,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 c,,,,5294.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 c,21.20000,,,,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 c,,496,88.810,5325.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 d,,810,87.460,5251.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 d,,,,5399.00,-0.329,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 d,,876,85.940,5399.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 d,,836,84.800,5325.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 d,,836,84.800,5325.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 d,,,,5399.00,-0.329,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 d,,836,84.800,5325.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-27 d,,,,5251.00,,,292.2367608,41.0858710,1044.3600000,16.8650000,15.8220000
Kepler-270 b,,,,6142.00,0.312,,282.2001207,44.4222795,948.7810000,14.6520000,13.9000000
Kepler-270 b,,,,6099.00,,,282.2001207,44.4222795,948.7810000,14.6520000,13.9000000
Kepler-270 b,,,,6067.00,,,282.2001207,44.4222795,948.7810000,14.6520000,13.9000000
